<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
MSB,20220718,13.6153,13.6923,13.3846,13.5385,1307800
MSB,20220719,13.4231,13.5385,13.2308,13.5385,1765400
MSB,20220720,13.5770,13.9231,13.4616,13.8462,3125800
MSB,20220721,14.2308,14.2693,13.8847,14.0000,2392700
MSB,20220722,14.0769,14.1923,14.0000,14.0769,2580700
MSB,20220725,14.0000,14.0384,13.7692,13.9615,1438000
MSB,20220726,14.1153,14.1153,13.8461,13.9231,775800
MSB,20220727,13.9231,13.9231,13.6923,13.9231,845000
MSB,20220728,14.1154,14.3462,13.9231,14.2308,2358000
MSB,20220729,14.2693,14.3077,14.0000,14.3077,2795100
MSB,20220801,14.3462,14.4615,14.2692,14.3846,1543800
MSB,20220802,14.3846,14.4231,14.1923,14.4231,2153300
MSB,20220803,14.3846,14.4616,14.1923,14.4615,3226400
MSB,20220804,14.5000,14.6153,14.2692,14.4615,3501700
MSB,20220805,14.4230,14.5384,14.2692,14.4615,1719000
MSB,20220808,14.5384,14.5769,14.3077,14.4615,2243000
MSB,20220809,14.4615,14.7307,14.3846,14.6154,3043300
MSB,20220810,14.6539,14.6923,14.4616,14.5769,1652300
MSB,20220811,14.6536,14.6920,14.1933,14.3077,2299900
MSB,20220812,14.3846,14.4615,14.2692,14.4615,1457500
MSB,20220815,14.4615,14.7692,14.4615,14.7692,2853300
MSB,20220816,14.8461,14.8461,14.6923,14.8077,1187100
MSB,20220817,14.8077,14.8462,14.7310,14.8462,3090700
MSB,20220818,14.8462,14.8847,14.6924,14.8462,1378100
MSB,20220819,14.7693,14.8462,14.5770,14.8077,1462000
MSB,20220822,14.7310,14.7310,14.3857,14.6154,1302700
MSB,20220823,14.5000,14.6154,14.3077,14.6154,2348500
MSB,20220824,14.6154,14.6923,14.5385,14.6923,1288800
MSB,20220825,14.7692,14.8077,14.6923,14.7692,1634300
MSB,20220826,14.7692,14.9230,14.7307,14.8462,1535300
MSB,20220829,14.6539,14.6539,14.3462,14.5769,1497500
MSB,20220830,14.5769,14.7303,14.4235,14.5769,1652500
MSB,20220831,14.5385,14.6154,14.3467,14.6154,1363900
MSB,20220905,14.7308,14.7308,14.5000,14.5385,1486100
MSB,20220906,14.6154,14.7308,14.5385,14.6923,2544700
